"id","name","abv","ibu","target_fg","target_og","ebc","srm","ph"
"69","AB:16","10.6","55","1012","1090","30","15","4.4"
"246","Casino Rye Ale","5.1","40","1009","1049","25","12.7","5.2"
"67","Hunter Foundation Pale Ale","5.4","35","1008","1050","11.5","5.75","4.4"
"135","Growler","4.5","38","1008","1042.9","18","9","4.4"
"75","Never Mind The Anabolics","6.5","35","1012","1050","23","11.5","4.4"
"58","Coffee Imperial Stout","9","65","1019","1080","97","49","4.4"
"55","Amarillo - IPA Is Dead","7.2","70","1012","1067","30","15","4.4"
"310","Clockwork Tangerine","4.5","37","1012","1047","20","10","4.2"
"246","Casino Rye Ale","5.1","40","1009","1049","25","12.7","5.2"
"22","Devine Rebel (w/ Mikkeller)","12.5","100","1030","1093","36","18","4.4"
"279","Slot Machine","5.2","50","1011","1051","50","25","4.3"
"249","Hop Shot","7","250","1010","1065","15","7.5","4.4"
"113","Hello My Name Is Ingrid","8.2","42","1013","1078","70","35","4.4"
"163","This. Is. Lager","4.7","37","1007","1043","10","6","4.2"
"88","Bavarian Weizen","6.3","55","1012","1060","30","15","4.4"
"69","AB:16","10.6","55","1012","1090","30","15","4.4"
"28","HBC 369","6.7","67","1064","1013","19","9.5","4.4"
"115","Melon And Cucumber IPA - B-Sides","6","50","1010","1050","8","4","5.2"
"165","Barley Wine - Russian Doll","10","80","1020","1097","65","32.5","4.4"
"273","Prototype Double IPA","8.5","60","1007","1073","15","8","4.2"
"160","Restorative Beverage For Invalids And Convalescents","8.5","100","1003","1068","15","7.5","4.4"
"148","AB:02","18","70","1010","1150","57","28.5","4.4"
"145","Sorachi Bitter - B-Sides","6.3","130","1010","1060","14","7","5.2"
"310","Clockwork Tangerine","4.5","37","1012","1047","20","10","4.2"
"238","Kingpin","4.7","40","1008","1044","14","7","4.2"
"97","Bowman's Beard - B-Sides","18.3","50","1011","1067","15","8","5.3"
"13","Movember","4.5","50","1012","1047","140","70","5.2"
"83","Comet","7.2","70","1012","1067","30","15","4.4"
"150","AB:13","11.3","50","1020","1098","164","83","4.4"
"267","AB:22","12.5","70","1020","1115","100","51","4.1"
"216","Barrel Aged Hinterland","9","85","1025","1094","400","200","4.3"
"105","Hello My Name Is Beastie","8.2","42","1013","1078","90","45","4.4"
"225","Paradox Islay 2.0","13","100","1112","1015","300","152","4.4"
"168","Jack Hammer","7.2","250","1010","1065","15","7.5","4.4"
"70","Sunmaid Stout","10.2","50","1102","1026","197","100","4.4"
"126","Jet Black Heart","4.7","45","1019","1055","200","100","4.4"
"262","Small Batch: Vermont IPA V2.0","6.9","35","1012","1066","15","7.6","4.2"
"48","Goldings - IPA Is Dead","6.7","70","1015","1066","30","15","4.4"
"317","Al Adjore!","9","65","1018","1085","35","18","79"
"255","Small Batch: Tripel","13","50","1008","1110","23","11.6","5.1"
"294","Opaque Jake","7.2","20","1009","1065","20","10","4.4"
"280","Make Earth Great Again","7.5","35","1004","1065","9","5","4.6"
"116","Morag's Mojito - B-Sides","6.7","40","1010","1063","15","7.5","5.2"
"304","Karma Cloud","6.5","50","1010","1060","35","18","4.4"
"113","Hello My Name Is Ingrid","8.2","42","1013","1078","70","35","4.4"
"88","Bavarian Weizen","6.3","55","1012","1060","30","15","4.4"
"182","All Day Long - Prototype Challenge","2.8","30","1012","1032.5","42","21","4.4"
"131","Motueka","6.7","67","1064","1013","19","9.5","4.4"
"219","Ship Wreck","13.8","60","1015","1088","25","13","4.4"
"173","Chinook - IPA Is Dead","7.2","100","1010","1064","12","6","4.4"
"1","Buzz","4.5","60","1010","1044","20","10","4.4"
"301","Small Batch: Dry-hopped Pilsner","4.7","37","1006","1042","5","3","4.4"
"126","Jet Black Heart","4.7","45","1019","1055","200","100","4.4"
